년도,월,일,사용분야,수입지출여부,금액,총금액
2021,12,13,체육대회,지출,8950,474420
2021,12,18,여행,수입,2090,476510
2022,3,18,쇼핑,수입,3079,479589
2023,10,18,여행,지출,6785,472804
2021,10,30,MT,수입,7719,480523
2020,1,7,쇼핑,수입,7353,487876
2020,6,15,체육대회,수입,2957,490833
2022,11,8,여행,지출,9232,481601
2022,6,3,MT,지출,5713,475888
2020,5,27,식사,지출,5434,470454
2021,10,11,식사,지출,4425,466029
2022,3,22,MT,지출,3723,462306
2021,11,14,여행,수입,4777,467083
2021,5,28,체육대회,수입,2749,469832
2023,7,17,쇼핑,수입,4499,474331
2021,9,11,쇼핑,지출,4932,469399
2020,6,15,쇼핑,수입,9653,479052
2021,10,21,식사,지출,2081,476971
2023,2,13,MT,지출,3100,473871
2022,1,9,식사,수입,1357,475228
2022,6,25,쇼핑,지출,9846,465382
2022,4,28,식사,수입,7454,472836
2022,11,10,MT,지출,8666,464170
2020,11,10,체육대회,수입,2958,467128
2022,9,5,MT,수입,1261,468389
2020,1,5,체육대회,수입,6199,474588
2023,8,27,여행,지출,5679,468909
2021,12,5,쇼핑,수입,9495,478404
2023,12,6,식사,수입,4841,483245
2021,3,22,MT,지출,1587,481658
2022,2,13,식사,지출,1471,480187
2023,4,5,MT,지출,2584,477603
2021,4,28,식사,수입,1341,478944
2020,1,10,MT,수입,2050,480994
2021,7,15,MT,지출,9611,471383
2023,11,23,쇼핑,지출,3889,467494
2020,2,10,식사,지출,1625,465869
2023,9,30,여행,수입,1103,466972
2022,7,8,식사,지출,6182,460790
2022,7,6,쇼핑,수입,3165,463955
2021,11,1,식사,수입,4737,468692
2023,11,12,MT,수입,5363,474055
2020,6,17,MT,지출,4341,469714
2023,9,16,MT,지출,2650,467064
2023,8,5,쇼핑,수입,6996,474060
2023,11,27,체육대회,지출,8898,465162
2023,8,26,식사,수입,4145,469307
2021,4,29,식사,수입,4142,473449
2023,2,3,쇼핑,수입,8487,481936
2021,12,12,쇼핑,지출,3150,478786
2022,10,24,여행,지출,9475,469311
2020,1,9,체육대회,수입,4708,474019
2020,5,22,여행,지출,4092,469927
2020,7,19,여행,수입,3961,473888
2021,12,28,체육대회,수입,5663,479551
2021,5,15,MT,지출,3415,476136
2022,1,13,MT,수입,1325,477461
2020,8,6,체육대회,수입,1005,478466
2022,7,17,체육대회,지출,2648,475818
2020,8,12,MT,수입,5556,481374
2023,5,8,체육대회,지출,8200,473174
2020,12,26,MT,지출,3560,469614
2020,5,27,MT,수입,2049,471663
2023,9,22,쇼핑,지출,5252,466411
2023,4,30,체육대회,수입,5420,471831
2020,8,5,쇼핑,지출,7432,464399
2023,11,23,식사,수입,2237,466636
2023,11,20,식사,지출,8821,457815
2020,4,5,쇼핑,지출,4751,453064
2021,9,5,체육대회,수입,8015,461079
2020,11,22,쇼핑,지출,1871,459208
2022,5,13,쇼핑,수입,3766,462974
2022,8,16,MT,수입,4993,467967
2023,6,5,식사,지출,2609,465358
2023,10,2,여행,지출,6972,458386
2022,6,21,체육대회,지출,7639,450747
2022,5,1,여행,지출,2961,447786
2023,2,16,식사,지출,8504,439282
2022,10,11,여행,지출,9281,430001
2022,5,21,쇼핑,수입,6925,436926
2022,1,12,여행,수입,2105,439031
2021,2,19,여행,수입,1008,440039
2021,4,18,여행,지출,5557,434482
2022,8,7,쇼핑,수입,9070,443552
2021,7,26,여행,수입,8662,452214
2021,8,10,식사,수입,1193,453407
2023,12,7,여행,지출,3122,450285
2020,2,20,여행,지출,2346,447939
2021,9,20,여행,지출,5372,442567
2022,5,8,MT,수입,4727,447294
2021,5,30,여행,지출,5006,442288
2023,6,24,MT,수입,6143,448431
2022,8,4,체육대회,지출,7629,440802
2023,10,25,식사,지출,8270,432532
2023,6,5,여행,수입,8392,440924
2021,4,18,식사,지출,6516,434408
2023,6,24,여행,지출,2633,431775
2021,2,8,체육대회,지출,6437,425338
2022,9,16,MT,지출,9230,416108
2022,12,9,식사,수입,1642,417750
2022,10,23,MT,수입,3095,420845
2022,6,18,식사,수입,9777,430622
2023,11,13,쇼핑,수입,7882,438504
2022,9,23,식사,지출,2315,436189
2021,9,15,체육대회,지출,3161,433028
2020,7,6,식사,수입,2338,435366
2023,8,1,식사,지출,5138,430228
2022,11,22,체육대회,수입,1626,431854
2020,8,17,여행,수입,6078,437932
2022,6,6,식사,지출,1234,436698
2020,3,26,식사,지출,7138,429560
2021,11,4,식사,수입,7599,437159
2022,9,3,쇼핑,수입,4201,441360
2022,2,27,쇼핑,수입,7851,449211
2020,11,11,쇼핑,지출,1908,447303
2021,1,14,체육대회,지출,6207,441096
2020,10,11,여행,지출,7510,433586
2022,12,7,MT,지출,7601,425985
2023,10,7,식사,수입,8128,434113
2020,4,30,여행,수입,4952,439065
2020,2,9,쇼핑,수입,9912,448977
2023,10,24,MT,지출,2241,446736
2021,12,29,체육대회,수입,4084,450820
2022,5,15,여행,수입,1556,452376
2021,8,29,MT,지출,8343,444033
2022,7,27,여행,수입,9297,453330
2020,8,3,식사,지출,3277,450053
2020,7,5,쇼핑,수입,8368,458421
2020,5,8,MT,수입,3205,461626
2023,7,22,체육대회,지출,9529,452097
2021,2,2,쇼핑,수입,5820,457917
2020,8,12,식사,지출,5368,452549
2023,12,25,식사,수입,8011,460560
2021,7,28,MT,지출,6671,453889
2022,5,10,체육대회,지출,6617,447272
2022,12,8,MT,지출,4932,442340
2022,8,4,체육대회,수입,4777,447117
2023,11,4,여행,수입,8428,455545
2020,7,17,체육대회,지출,1768,453777
2020,4,9,MT,수입,6016,459793
2020,12,3,식사,수입,5560,465353
2021,12,24,체육대회,지출,8270,457083
2022,1,23,체육대회,수입,1583,458666
2020,11,19,체육대회,수입,2582,461248
2021,1,9,여행,수입,8321,469569
2021,11,23,쇼핑,지출,4302,465267
2023,10,31,MT,수입,5878,471145
2021,7,26,식사,수입,3958,475103
2022,11,23,여행,지출,5214,469889
2021,5,27,여행,지출,3255,466634
2020,7,12,쇼핑,지출,8120,458514
2022,4,4,식사,지출,8578,449936
2020,12,18,여행,수입,9029,458965
2021,4,2,식사,수입,7608,466573
2023,10,14,여행,수입,1821,468394
2022,1,5,식사,수입,4134,472528
2020,11,6,MT,수입,9165,481693
2022,10,16,여행,수입,3904,485597
2021,1,27,여행,수입,5369,490966
2021,12,8,식사,지출,1322,489644
2023,3,10,체육대회,지출,6739,482905
2020,6,29,MT,수입,4482,487387
2022,1,31,여행,수입,4226,491613
2022,3,21,식사,수입,6567,498180
2020,8,12,체육대회,지출,6197,491983
2022,4,19,식사,수입,5141,497124
2020,5,8,쇼핑,수입,5734,502858
2023,9,29,식사,수입,8149,511007
2021,9,15,식사,지출,2581,508426
2022,6,29,식사,지출,7523,500903
2022,4,29,쇼핑,수입,2424,503327
2022,11,18,식사,수입,8110,511437
2023,6,1,MT,수입,2217,513654
2023,8,14,식사,수입,7883,521537
2020,7,22,쇼핑,지출,6565,514972
2021,8,13,식사,지출,3718,511254
2020,2,16,여행,지출,1743,509511
2023,3,2,식사,지출,2828,506683
2022,1,31,여행,지출,9561,497122
2022,9,10,식사,수입,9635,506757
2021,12,17,식사,지출,4951,501806
2020,1,19,체육대회,수입,3156,504962
2022,7,22,체육대회,지출,9198,495764
2022,7,25,체육대회,지출,7046,488718
2022,7,20,MT,지출,1527,487191
2022,5,14,MT,지출,5363,481828
2021,7,12,여행,지출,3690,478138
2022,6,13,체육대회,지출,6912,471226
2021,2,1,쇼핑,지출,2472,468754
2023,3,17,여행,지출,6261,462493
2023,2,24,쇼핑,수입,4679,467172
2020,11,26,쇼핑,지출,4740,462432
2023,4,8,체육대회,지출,8922,453510
2022,2,22,MT,수입,3908,457418
2023,9,20,식사,수입,1319,458737
2020,11,29,여행,수입,8992,467729
2020,7,12,식사,수입,9702,477431
2020,10,6,체육대회,지출,7525,469906
2021,4,8,식사,지출,7640,462266
2022,6,17,체육대회,수입,4612,466878
2021,1,5,식사,수입,5842,472720
2020,3,13,여행,수입,9178,481898
2022,5,9,쇼핑,수입,3063,484961
2022,6,8,여행,지출,3074,481887
2023,3,10,MT,지출,7503,474384
2021,4,6,식사,지출,7840,466544
2021,4,12,쇼핑,지출,3796,462748
2021,3,20,식사,수입,5848,468596
2023,1,6,식사,수입,7193,475789
2023,2,7,식사,수입,7603,483392
2022,12,29,체육대회,지출,7389,476003
2022,12,13,여행,수입,6909,482912
2021,5,8,MT,지출,1559,481353
2022,4,2,MT,수입,8112,489465
2023,5,15,여행,지출,1234,488231
2021,9,1,식사,지출,3448,484783
2020,2,1,여행,지출,9731,475052
2022,6,4,식사,수입,8076,483128
2020,7,7,여행,지출,3547,479581
2022,9,25,쇼핑,수입,7954,487535
2021,5,30,쇼핑,지출,1458,486077
2022,2,14,쇼핑,수입,6540,492617
2022,12,17,체육대회,수입,9475,502092
2022,10,6,체육대회,수입,6602,508694
2023,10,2,MT,지출,5998,502696
2022,1,11,여행,지출,5099,497597
2021,7,29,여행,지출,7832,489765
2021,7,8,체육대회,지출,2017,487748
2022,9,27,여행,수입,8930,496678
2023,3,15,MT,수입,8783,505461
2021,6,11,쇼핑,지출,2406,503055
2022,11,25,여행,수입,7300,510355
2020,12,31,쇼핑,수입,6558,516913
2020,7,13,체육대회,지출,8756,508157
2023,7,7,MT,수입,6661,514818
2023,9,24,여행,수입,6959,521777
2023,5,24,식사,수입,5268,527045
2022,6,16,MT,지출,7747,519298
2022,2,20,체육대회,수입,8818,528116
2020,11,4,식사,지출,9890,518226
2021,7,2,MT,수입,4004,522230
2023,2,6,식사,지출,7491,514739
2023,5,4,쇼핑,수입,7283,522022
2023,1,27,식사,지출,5945,516077
2023,8,15,쇼핑,지출,3905,512172
2021,2,9,쇼핑,수입,7569,519741
2021,7,6,MT,지출,7192,512549
2020,11,11,체육대회,지출,2343,510206
2022,10,2,여행,지출,9806,500400
2021,1,19,여행,수입,6275,506675
2022,5,2,식사,수입,2572,509247
2022,7,23,여행,지출,3518,505729
2021,3,22,여행,지출,3353,502376
2022,1,29,쇼핑,수입,5220,507596
2022,9,16,여행,수입,6166,513762
2023,11,22,쇼핑,수입,6882,520644
2023,5,4,쇼핑,수입,9790,530434
2020,2,11,쇼핑,지출,3712,526722
2022,3,6,체육대회,지출,8293,518429
2021,6,23,여행,지출,1036,517393
2022,3,23,체육대회,수입,3915,521308
2022,11,28,체육대회,수입,4854,526162
2021,7,3,체육대회,수입,4335,530497
2021,3,8,식사,수입,8745,539242
2023,3,28,식사,수입,3952,543194
2022,8,11,식사,수입,2960,546154
2022,8,8,MT,수입,3934,550088
2020,3,9,여행,수입,9551,559639
2023,1,5,여행,수입,5499,565138
2020,3,15,체육대회,수입,6820,571958
2021,12,17,MT,지출,2328,569630
2022,7,24,쇼핑,수입,6824,576454
2021,4,26,쇼핑,지출,5861,570593
2022,11,6,식사,수입,5616,576209
2021,9,13,MT,수입,1740,577949
2020,11,18,여행,지출,2016,575933
2021,11,18,MT,지출,9518,566415
2022,7,28,쇼핑,수입,7108,573523
2023,5,12,여행,지출,7256,566267
2022,8,14,여행,수입,8415,574682
2022,8,9,MT,지출,6064,568618
2023,7,19,쇼핑,지출,4772,563846
2020,7,7,여행,수입,6813,570659
2021,9,22,식사,수입,6064,576723
2022,12,9,식사,지출,9733,566990
2021,7,2,쇼핑,지출,2199,564791
2022,12,6,쇼핑,지출,9423,555368
2022,11,10,쇼핑,수입,5202,560570
2020,7,26,체육대회,수입,3424,563994
2022,4,25,체육대회,수입,9247,573241
2020,7,21,여행,수입,1250,574491
2022,10,4,체육대회,지출,4762,569729
2023,12,24,체육대회,지출,1363,568366
2023,12,20,여행,수입,2717,571083
2020,10,16,체육대회,수입,7522,578605
2023,8,11,식사,지출,1610,576995
2023,9,9,쇼핑,지출,1284,575711
2020,6,20,여행,지출,3946,571765
2023,11,27,체육대회,지출,4460,567305
2020,12,28,체육대회,수입,8152,575457
2022,12,3,식사,지출,9912,565545
2020,12,19,체육대회,수입,5497,571042
2022,11,5,식사,수입,5688,576730
2021,4,14,쇼핑,수입,4642,581372
2022,8,30,쇼핑,수입,1670,583042
2020,1,24,MT,지출,5378,577664
2023,1,13,여행,지출,6834,570830
2021,1,12,식사,지출,5640,565190
2020,1,7,체육대회,수입,6328,571518
2021,1,12,MT,수입,3993,575511
2020,7,22,여행,수입,5184,580695
2021,6,22,MT,수입,8183,588878
2020,8,31,체육대회,수입,6748,595626
2023,5,21,체육대회,수입,2796,598422
2020,1,3,MT,수입,7329,605751
2021,1,5,쇼핑,지출,6135,599616
2020,12,22,체육대회,지출,1445,598171
2022,4,10,체육대회,지출,2591,595580
2020,10,23,MT,수입,1398,596978
2020,3,2,여행,수입,2704,599682
2021,10,7,식사,수입,4537,604219
2023,1,5,식사,수입,1157,605376
2020,3,1,식사,지출,2396,602980
2023,2,27,여행,수입,2192,605172
2023,2,20,쇼핑,수입,6828,612000
2023,7,23,MT,지출,6073,605927
2020,3,15,쇼핑,수입,3477,609404
2023,5,29,식사,지출,6510,602894
2020,1,25,체육대회,수입,2288,605182
2022,11,27,여행,지출,5025,600157
2023,8,10,식사,수입,9053,609210
2022,11,21,식사,지출,8972,600238
2021,5,28,MT,수입,4805,605043
2021,12,15,MT,지출,4251,600792
2023,1,30,여행,지출,2046,598746
2023,5,7,여행,지출,4558,594188
2022,1,22,쇼핑,지출,9672,584516
2020,6,19,여행,지출,8779,575737
2021,11,19,여행,지출,9598,566139
2022,10,22,여행,수입,4452,570591
2022,5,15,여행,지출,9837,560754
2020,6,22,식사,지출,7111,553643
2020,12,20,식사,수입,7538,561181
2021,11,3,쇼핑,수입,4299,565480
2021,12,9,여행,지출,4508,560972
2023,4,19,식사,지출,9709,551263
2023,4,27,식사,지출,4445,546818
2022,3,27,체육대회,지출,9509,537309
2023,1,3,MT,수입,4631,541940
2022,9,22,여행,지출,4682,537258
2020,4,27,체육대회,지출,1790,535468
2020,7,23,쇼핑,수입,3678,539146
2022,10,30,MT,지출,8134,531012
2023,10,15,쇼핑,수입,9683,540695
2023,10,3,여행,지출,2367,538328
2021,1,10,쇼핑,지출,3418,534910
2020,11,24,식사,지출,7053,527857
2023,1,14,여행,지출,3028,524829
2020,8,17,식사,수입,4770,529599
2020,5,21,쇼핑,지출,3863,525736
2020,1,7,쇼핑,수입,6943,532679
2022,5,20,여행,지출,2635,530044
2023,3,24,쇼핑,지출,8914,521130
2020,5,28,쇼핑,수입,3305,524435
2020,9,21,체육대회,지출,5230,519205
2021,2,2,쇼핑,지출,6065,513140
2020,4,18,여행,지출,4372,508768
2022,12,26,식사,지출,9898,498870
2021,2,8,쇼핑,지출,8696,490174
2020,9,17,여행,지출,6279,483895
2020,10,7,쇼핑,수입,3689,487584
2023,8,25,식사,지출,8053,479531
2021,11,17,쇼핑,지출,4762,474769
2021,2,21,체육대회,지출,3401,471368
2020,1,4,식사,수입,7199,478567
2022,5,22,체육대회,지출,2823,475744
2022,3,29,체육대회,수입,6316,482060
2020,10,21,식사,수입,3823,485883
2022,12,28,여행,수입,7342,493225
2023,1,2,식사,지출,8317,484908
2022,6,8,체육대회,수입,1010,485918
2023,5,14,MT,수입,1852,487770
2021,4,21,쇼핑,지출,6250,481520
2021,5,26,MT,지출,4243,477277
2022,1,31,여행,수입,1222,478499
2023,7,19,쇼핑,수입,1801,480300
2023,9,6,체육대회,지출,2889,477411
2022,5,13,식사,수입,2456,479867
2021,2,18,쇼핑,지출,1811,478056
2021,11,14,MT,지출,3488,474568
2022,11,2,쇼핑,지출,3019,471549
2023,11,2,MT,수입,2761,474310
2023,2,23,MT,수입,1125,475435
2022,5,26,식사,지출,6661,468774
2021,5,22,쇼핑,수입,3253,472027
2023,9,24,여행,수입,6170,478197
2021,6,7,체육대회,수입,1559,479756
2020,2,9,체육대회,수입,7079,486835
2021,8,28,식사,수입,4836,491671
2020,5,31,체육대회,수입,5808,497479
2021,6,24,여행,지출,5954,491525
2021,5,2,체육대회,지출,9529,481996
2022,12,24,쇼핑,수입,6827,488823
2022,7,13,체육대회,수입,2815,491638
2021,9,25,식사,수입,6110,497748
2022,9,18,체육대회,지출,8658,489090
2021,10,17,체육대회,수입,8503,497593
2023,11,21,쇼핑,수입,7323,504916
2022,3,2,체육대회,지출,9201,495715
2020,3,12,체육대회,지출,8439,487276
2021,4,8,체육대회,수입,7153,494429
2021,3,4,여행,수입,5518,499947
2021,6,25,체육대회,수입,6116,506063
2022,11,17,MT,수입,5100,511163
2022,8,1,쇼핑,지출,4736,506427
2023,6,16,식사,지출,1302,505125
2020,4,2,쇼핑,지출,3531,501594
2022,5,3,여행,지출,2085,499509
2023,10,31,여행,수입,7112,506621
2022,4,4,식사,수입,3437,510058
2020,11,25,체육대회,수입,9689,519747
2022,12,21,MT,수입,4901,524648
2020,7,21,체육대회,수입,2957,527605
2023,8,10,쇼핑,수입,6368,533973
2021,4,5,체육대회,수입,9482,543455
2023,7,18,여행,수입,3492,546947
2020,1,27,식사,지출,4513,542434
2020,10,2,쇼핑,지출,5730,536704
2021,9,7,여행,수입,7095,543799
2022,6,5,여행,지출,3467,540332
2022,8,9,체육대회,수입,5729,546061
2023,2,24,식사,지출,4768,541293
2023,6,14,MT,지출,7544,533749
2020,7,24,체육대회,수입,2080,535829
2020,11,16,쇼핑,지출,7480,528349
2022,9,13,여행,수입,1386,529735
2022,11,8,체육대회,지출,7758,521977
2023,11,7,쇼핑,수입,3279,525256
2023,6,4,MT,수입,2709,527965
2020,6,28,체육대회,지출,7882,520083
2021,8,8,여행,수입,2493,522576
2023,4,16,체육대회,수입,4880,527456
2023,11,4,여행,지출,6130,521326
2022,1,7,식사,지출,9183,512143
2023,7,16,체육대회,지출,7407,504736
2020,11,5,여행,지출,4758,499978
2022,5,6,쇼핑,지출,1656,498322
2020,6,26,여행,지출,1156,497166
2023,5,17,식사,지출,1404,495762
2021,5,30,여행,수입,6989,502751
2020,9,29,여행,지출,7508,495243
2022,3,17,식사,수입,4708,499951
2023,2,10,MT,지출,4278,495673
2020,3,12,체육대회,지출,1073,494600
2021,3,14,MT,지출,8322,486278
2020,5,27,여행,수입,4767,491045
2023,11,27,MT,지출,1392,489653
2020,5,9,여행,수입,9572,499225
2022,7,15,MT,수입,4929,504154
2021,8,3,식사,지출,7490,496664
2020,1,23,쇼핑,지출,1462,495202
2020,12,2,체육대회,지출,5391,489811
2020,2,26,체육대회,수입,2051,491862
2021,1,16,식사,수입,5468,497330
2022,3,19,여행,지출,4783,492547
2020,8,23,체육대회,지출,4317,488230
2023,11,20,체육대회,수입,6366,494596
2023,7,29,쇼핑,지출,4432,490164
2020,9,10,쇼핑,수입,1190,491354
2023,11,26,체육대회,수입,7965,499319
2022,4,24,MT,지출,2835,496484
2020,10,21,쇼핑,지출,6826,489658
2021,5,25,체육대회,지출,2052,487606
2020,8,3,체육대회,수입,6320,493926
2023,4,15,MT,수입,5470,499396
2020,6,27,식사,지출,3213,496183
2021,8,21,식사,수입,3146,499329
2020,11,11,식사,수입,2772,502101
2022,9,23,체육대회,수입,9181,511282
2020,10,26,식사,수입,7001,518283
2021,10,2,식사,수입,9881,528164
2020,10,31,식사,지출,6207,521957
2020,6,26,식사,지출,9162,512795
2023,10,19,식사,수입,7052,519847
2023,7,5,여행,수입,1269,521116
2022,10,29,식사,수입,9548,530664
2020,8,26,쇼핑,지출,8681,521983
2023,9,13,체육대회,수입,2532,524515
2022,1,22,쇼핑,수입,7711,532226
2021,4,1,MT,수입,9723,541949
2023,4,21,쇼핑,지출,9961,531988
2023,6,13,식사,수입,4672,536660
2023,1,17,여행,수입,1569,538229
2023,9,21,MT,수입,5938,544167
2022,9,26,체육대회,수입,8378,552545
2023,4,1,MT,지출,2531,550014
2022,1,8,여행,수입,5220,555234
2020,12,10,여행,수입,9941,565175
2023,9,28,MT,수입,2358,567533
2021,8,25,쇼핑,수입,9605,577138
2021,3,31,쇼핑,수입,3265,580403
2021,11,26,MT,지출,9143,571260
2023,12,1,여행,수입,4066,575326
2023,11,13,체육대회,지출,4623,570703
2023,1,15,여행,수입,4966,575669
2023,8,21,MT,지출,8524,567145
2022,3,11,여행,지출,1392,565753
2021,1,14,여행,수입,3301,569054
2022,4,26,여행,지출,2187,566867
2023,2,2,MT,지출,8969,557898
2022,6,24,식사,지출,6342,551556
2020,1,4,체육대회,지출,3230,548326
2020,12,14,여행,지출,3256,545070
2020,11,12,체육대회,지출,1163,543907
2021,2,19,쇼핑,지출,3233,540674
2020,3,24,식사,수입,9847,550521
2021,5,30,MT,지출,7234,543287
2020,12,10,식사,수입,3946,547233
2023,8,20,쇼핑,지출,1790,545443
2021,9,15,식사,지출,3011,542432
2020,4,4,MT,지출,7138,535294
2020,5,12,여행,지출,9485,525809
2020,7,7,쇼핑,수입,5504,531313
2020,6,25,식사,지출,4371,526942
2022,6,1,체육대회,수입,4819,531761
2020,2,20,식사,지출,2452,529309
2021,1,17,여행,지출,5421,523888
2023,10,30,여행,지출,8023,515865
2022,8,3,쇼핑,지출,9968,505897
2020,3,19,식사,지출,7163,498734
2022,1,6,쇼핑,수입,6782,505516
2022,3,23,MT,수입,3817,509333
2020,12,10,MT,수입,5608,514941
2023,11,1,체육대회,지출,7776,507165
2021,9,16,MT,수입,4688,511853
2020,11,15,체육대회,수입,4720,516573
2020,9,16,MT,수입,5360,521933
2020,4,17,체육대회,수입,3302,525235
2022,2,27,쇼핑,수입,7644,532879
2020,2,8,식사,수입,5508,538387
2020,11,4,MT,수입,1617,540004
2020,12,16,쇼핑,지출,6938,533066
2021,7,11,식사,수입,9843,542909
2022,11,26,여행,수입,1923,544832
2021,5,30,체육대회,지출,5382,539450
2021,10,29,쇼핑,지출,2030,537420
2022,1,29,식사,지출,2497,534923
2020,1,20,체육대회,수입,3885,538808
2021,12,18,식사,수입,5277,544085
2022,11,10,쇼핑,수입,6462,550547
2023,10,26,여행,지출,1226,549321
2021,4,10,식사,수입,3391,552712
2020,6,16,쇼핑,수입,1453,554165
2022,7,24,MT,지출,4623,549542
2023,12,19,MT,지출,8154,541388
2020,2,25,여행,지출,1324,540064
2023,11,25,식사,수입,3276,543340
2023,2,28,식사,지출,7686,535654
2021,10,13,여행,수입,5845,541499
2020,10,23,식사,수입,5442,546941
2023,1,7,여행,수입,2253,549194
2020,5,2,여행,지출,5457,543737
2022,12,8,쇼핑,수입,1636,545373
2020,12,2,식사,지출,9112,536261
2021,3,9,여행,수입,4586,540847
2023,9,26,MT,지출,1292,539555
2021,10,31,쇼핑,수입,1104,540659
2021,10,9,체육대회,수입,3720,544379
2020,3,26,MT,지출,9180,535199
2023,7,21,식사,지출,5661,529538
2020,10,30,MT,수입,1057,530595
2023,3,3,체육대회,수입,2851,533446
2023,9,24,여행,수입,8371,541817
2021,2,3,식사,지출,3433,538384
2022,4,15,여행,지출,5630,532754
2020,1,16,식사,지출,4807,527947
2020,1,1,MT,지출,5955,521992
2021,2,20,여행,수입,4666,526658
2020,11,20,MT,지출,6938,519720
2023,4,18,식사,지출,7373,512347
2020,10,6,MT,지출,1192,511155
2021,1,21,여행,지출,8411,502744
2023,4,14,쇼핑,수입,5436,508180
2020,10,12,체육대회,수입,1366,509546
2021,2,23,여행,지출,6216,503330
2022,4,21,MT,지출,8820,494510
2021,11,7,쇼핑,수입,9934,504444
2021,11,9,여행,수입,9446,513890
2022,6,4,쇼핑,지출,7960,505930
2020,3,6,여행,수입,6676,512606
2021,9,1,체육대회,수입,5400,518006
2022,1,2,쇼핑,수입,4525,522531
2021,9,6,식사,수입,4199,526730
2020,11,1,여행,수입,4589,531319
2022,8,29,쇼핑,수입,3379,534698
2020,11,11,식사,수입,5797,540495
2021,4,25,체육대회,수입,1119,541614
2021,11,30,MT,지출,1297,540317
2022,12,28,MT,수입,1716,542033
2021,5,15,여행,수입,4878,546911
2022,2,24,여행,지출,2052,544859
2023,4,26,여행,지출,1223,543636
2022,1,24,체육대회,수입,7789,551425
2022,12,21,체육대회,지출,2901,548524
2022,12,18,식사,지출,1538,546986
2022,4,20,식사,지출,3035,543951
2021,6,15,여행,지출,8120,535831
2023,5,2,여행,지출,7835,527996
2020,12,20,여행,지출,1287,526709
2020,2,10,여행,지출,6827,519882
2022,1,23,여행,지출,1373,518509
2023,6,14,식사,지출,5623,512886
2020,2,3,MT,수입,7018,519904
2022,12,27,여행,수입,2287,522191
2022,3,6,쇼핑,지출,1422,520769
2020,7,19,여행,수입,5793,526562
2023,2,18,체육대회,지출,3931,522631
2023,6,4,MT,수입,8142,530773
2023,8,5,체육대회,지출,7764,523009
2020,4,3,쇼핑,지출,1362,521647
2022,4,29,쇼핑,지출,8696,512951
2021,8,16,체육대회,지출,9486,503465
2023,2,2,여행,지출,9233,494232
2020,9,22,여행,지출,4267,489965
2021,2,12,체육대회,수입,5739,495704
2022,6,15,MT,수입,6499,502203
2023,3,10,체육대회,지출,4684,497519
2021,5,1,식사,수입,6012,503531
2022,5,10,쇼핑,수입,6346,509877
2020,4,22,MT,수입,6188,516065
2021,9,13,쇼핑,수입,3032,519097
2022,11,27,체육대회,지출,7140,511957
2020,8,28,MT,지출,5491,506466
2022,10,13,여행,수입,9377,515843
2020,7,18,쇼핑,지출,5684,510159
2021,3,11,쇼핑,수입,5291,515450
2020,4,4,쇼핑,지출,3575,511875
2022,2,6,식사,지출,7448,504427
2022,2,15,쇼핑,지출,9027,495400
2021,9,22,체육대회,수입,5952,501352
2023,10,6,체육대회,수입,5502,506854
2022,11,12,식사,수입,8128,514982
2022,3,7,MT,지출,2299,512683
2023,6,7,식사,지출,2972,509711
2020,11,13,체육대회,수입,2247,511958
2023,6,24,여행,지출,3199,508759
2020,7,6,체육대회,지출,4682,504077
2023,9,2,여행,지출,2408,501669
2023,1,3,여행,수입,6250,507919
2022,9,28,MT,수입,4959,512878
2021,8,13,MT,수입,5323,518201
2022,7,10,체육대회,수입,7253,525454
2020,1,19,여행,지출,1174,524280
2020,10,13,체육대회,수입,6956,531236
2020,6,9,식사,지출,7507,523729
2022,1,4,쇼핑,지출,1221,522508
2020,3,12,쇼핑,수입,8831,531339
2022,2,5,쇼핑,지출,2215,529124
2022,6,30,여행,수입,2708,531832
2023,3,23,체육대회,수입,1725,533557
2021,3,2,체육대회,지출,4679,528878
2023,11,8,MT,지출,9661,519217
2022,2,21,MT,지출,7887,511330
2021,11,14,식사,수입,5755,517085
2022,3,25,여행,지출,5562,511523
2021,4,16,쇼핑,수입,9389,520912
2023,11,18,여행,지출,8112,512800
2023,1,6,MT,수입,6377,519177
2020,5,26,식사,수입,3099,522276
2023,8,8,MT,지출,6706,515570
2020,10,3,MT,지출,9824,505746
2020,11,7,MT,수입,2272,508018
2023,10,6,쇼핑,지출,4471,503547
2020,3,18,MT,지출,3382,500165
2023,7,18,식사,수입,2432,502597
2020,4,10,쇼핑,지출,4409,498188
2021,3,19,식사,수입,7038,505226
2022,9,18,식사,수입,3863,509089
2023,1,31,식사,수입,3559,512648
2022,2,11,여행,수입,7944,520592
2020,11,15,식사,수입,7268,527860
2023,1,5,쇼핑,지출,5044,522816
2023,6,9,여행,수입,5456,528272
2021,10,24,여행,지출,3013,525259
2022,4,1,여행,수입,4689,529948
2023,4,22,체육대회,지출,2972,526976
2023,1,17,여행,수입,3969,530945
2021,10,26,쇼핑,수입,9158,540103
2021,10,27,식사,수입,9302,549405
2021,6,11,MT,지출,5348,544057
2021,9,21,체육대회,수입,4814,548871
2023,8,18,식사,수입,5021,553892
2021,4,15,식사,지출,7141,546751
2021,7,15,여행,수입,9605,556356
2023,10,11,식사,지출,7374,548982
2022,7,4,쇼핑,수입,8946,557928
2020,5,20,여행,지출,6499,551429
2022,7,6,식사,지출,8764,542665
2020,1,14,체육대회,수입,8472,551137
2021,6,28,체육대회,수입,3781,554918
